Node,degree,closeness,betwennes,influence
183.0,0.0011514104778353,0.3413915094339622,0.0,0.0
184.0,0.0103626943005181,0.342468454258675,6.879147280920559e-06,1.0
185.0,0.0149683362118595,0.3430094786729857,1.528996011758961e-05,1.0
186.0,0.0253310305123776,0.3442330558858502,4.362417800025558e-05,1.0
187.0,0.0092112838226827,0.3423334647221127,2.207033264274814e-06,1.0
188.0,0.0276338514680483,0.3445061483538278,5.619729659133091e-05,1.0
189.0,0.0040299366724237,0.3426711382915762,1.400204754152049e-06,0.0
190.0,0.0023028209556706,0.3415257569799449,9.948823253185612e-07,0.0
191.0,0.001727115716753,0.3414586200117948,0.0,0.0
192.0,0.0028785261945883,0.3415929203539823,1.9897646506371224e-06,0.0
193.0,0.0028785261945883,0.3415929203539823,9.948823253185612e-07,0.0
194.0,0.0109383995394358,0.3425359889568132,2.348991822141938e-06,1.0
195.0,0.005181347150259,0.3418618382208226,0.0,0.0
196.0,0.0074841681059297,0.3421311798306086,5.293800436585947e-06,0.0
197.0,0.0092112838226827,0.3423334647221127,2.9154097625878783e-06,1.0
198.0,0.006908462867012,0.3754863813229572,0.0134195941256181,1.0
199.0,0.0270581462291306,0.3444378346222486,5.108867179983905e-05,1.0
200.0,0.0328151986183074,0.3451221935227498,7.47859481713535e-05,1.0
201.0,0.0023028209556706,0.3415257569799449,0.0,0.0
202.0,0.0023028209556706,0.3562346185397867,2.401465190814867e-05,0.0
203.0,0.0328151986183074,0.3451221935227498,8.902847739168868e-05,1.0
204.0,0.0126655152561888,0.3427387529597474,1.475606928656442e-05,1.0
205.0,0.0011514104778353,0.3413915094339622,0.0,0.0
206.0,0.0023028209556706,0.3415257569799449,8.8433984472761e-07,0.0
207.0,0.001727115716753,0.3414586200117948,0.0,0.0
208.0,0.0040299366724237,0.3417273263820578,1.00592814145694e-07,0.0
209.0,0.0005757052389176,0.3413244252308902,0.0,0.0
210.0,0.0005757052389176,0.3413244252308902,0.0,0.0
211.0,0.0172711571675302,0.3432806324110672,1.220096831493936e-05,1.0
212.0,0.0103626943005181,0.342468454258675,4.465207235094948e-06,1.0
213.0,0.0224525043177892,0.3516194331983805,0.0004826887070701,1.0
214.0,0.0097869890616004,0.3424009461856889,1.0112268206630805e-05,1.0
215.0,0.0005757052389176,0.3413244252308902,0.0,0.0
216.0,0.0011514104778353,0.3413915094339622,0.0,0.0
217.0,0.0046056419113413,0.3427387529597474,3.964790303862118e-06,0.0
218.0,0.005181347150259,0.3418618382208226,0.0,0.0
219.0,0.003454231433506,0.3416601101494886,1.326509767091415e-06,0.0
220.0,0.0023028209556706,0.3415257569799449,0.0,0.0
221.0,0.0046056419113413,0.3417945690672963,2.647994875974151e-07,0.0
222.0,0.0063327576280944,0.3419964559952747,3.2074666405667734e-06,0.0
223.0,0.0155440414507772,0.3430772269405491,6.09341133851571e-06,1.0
224.0,0.0161197466896948,0.3431450019755037,1.6025382888142988e-05,1.0
225.0,0.0057570523891767,0.3419291338582677,7.864307904899104e-07,0.0
226.0,0.0080598733448474,0.3421985815602837,1.6581611358081196e-06,0.0
227.0,0.0086355785837651,0.3422660098522167,8.546512927974689e-06,0.0
228.0,0.001727115716753,0.3414586200117948,0.0,0.0
229.0,0.003454231433506,0.3416601101494886,1.5193357482726231e-06,0.0
230.0,0.005181347150259,0.3418618382208226,8.235414804025867e-06,0.0
231.0,0.0120898100172711,0.3426711382915762,1.5604829451202687e-05,1.0
232.0,0.0143926309729418,0.3429417571569595,7.160489857375512e-06,1.0
233.0,0.0011514104778353,0.3413915094339622,0.0,0.0
234.0,0.0011514104778353,0.3413915094339622,0.0,0.0
235.0,0.0028785261945883,0.3415929203539823,2.15557837152355e-07,0.0
236.0,0.0213010938399539,0.3437561844448842,4.333421964761134e-05,1.0
237.0,0.0040299366724237,0.3417273263820578,4.974411626592806e-07,0.0
238.0,0.0132412204951065,0.3428063943161634,8.193853616779117e-06,1.0
239.0,0.0339666090961427,0.3452593917710196,9.973637224138848e-05,1.0
240.0,0.001727115716753,0.3414586200117948,3.3162744177285377e-07,0.0
241.0,0.0011514104778353,0.3413915094339622,0.0,0.0
242.0,0.0138169257340241,0.3428740623766285,1.844193124248519e-05,1.0
243.0,0.0046056419113413,0.3417945690672963,2.527738056179752e-06,0.0
244.0,0.0011514104778353,0.3413915094339622,0.0,0.0
245.0,0.0028785261945883,0.3415929203539823,9.948823253185612e-07,0.0
246.0,0.0080598733448474,0.3498489425981873,3.5715060724977936e-05,0.0
247.0,0.001727115716753,0.3414586200117948,3.3162744177285377e-07,0.0
248.0,0.0120898100172711,0.3426711382915762,1.1454307123648224e-05,1.0
249.0,0.0138169257340241,0.3428740623766285,1.7399099321689518e-05,1.0
250.0,0.0028785261945883,0.3415929203539823,1.1734509478116365e-07,0.0
251.0,0.0080598733448474,0.3421985815602837,2.129521929669968e-06,0.0
252.0,0.0374208405296488,0.3456716417910447,0.000107500530565,1.0
253.0,0.001727115716753,0.3414586200117948,2.210849611819025e-07,0.0
254.0,0.0097869890616004,0.3424009461856889,7.223065809696183e-07,1.0
255.0,0.0011514104778353,0.3413915094339622,0.0,0.0
256.0,0.0011514104778353,0.3413915094339622,0.0,0.0
257.0,0.0103626943005181,0.342468454258675,9.012141138448838e-06,1.0
258.0,0.0086355785837651,0.3422660098522167,4.887427962015328e-06,0.0
259.0,0.0046056419113413,0.3417945690672963,1.492323487977842e-06,0.0
260.0,0.0046056419113413,0.3417945690672963,4.438280595726693e-06,0.0
261.0,0.0218767990788716,0.3438242280285035,3.784957700016408e-05,1.0
262.0,0.0023028209556706,0.3415257569799449,0.0,0.0
263.0,0.0040299366724237,0.3417273263820578,1.1054248059095127e-07,0.0
264.0,0.0028785261945883,0.3415929203539823,0.0,0.0
265.0,0.0155440414507772,0.3430772269405491,1.3083274081638006e-05,1.0
266.0,0.0103626943005181,0.342468454258675,9.874769361967216e-07,1.0
267.0,0.0011514104778353,0.3413915094339622,0.0,0.0
268.0,0.0063327576280944,0.3419964559952747,1.88459914102604e-07,0.0
269.0,0.003454231433506,0.3421985815602837,7.4931605140212065e-06,0.0
270.0,0.0023028209556706,0.3415257569799449,2.210849611819025e-07,0.0
271.0,0.0420264824409902,0.3462228423360574,0.0001486368788113,1.0
272.0,0.0259067357512953,0.3443012884043607,0.0001026688433736,1.0
273.0,0.005181347150259,0.3418618382208226,0.0,0.0
274.0,0.0080598733448474,0.3421985815602837,3.8970211586484e-06,0.0
275.0,0.0057570523891767,0.3419291338582677,9.948823253185612e-07,0.0
276.0,0.0103626943005181,0.342468454258675,2.5073267484303937e-06,1.0
277.0,0.0374208405296488,0.3456716417910447,0.0002122925369531,1.0
278.0,0.0057570523891767,0.3419291338582677,1.1780670074407092e-06,0.0
279.0,0.0011514104778353,0.3413915094339622,0.0,0.0
280.0,0.0247553252734599,0.3441648504061819,5.561482354050693e-05,1.0
281.0,0.0092112838226827,0.3423334647221127,3.1075836134613783e-06,1.0
282.0,0.0011514104778353,0.3413915094339622,0.0,0.0
283.0,0.0028785261945883,0.3415929203539823,7.243783728136453e-07,0.0
284.0,0.0092112838226827,0.3423334647221127,3.777353987871088e-06,1.0
285.0,0.0270581462291306,0.3521897810218978,0.0005048888749341,1.0
286.0,0.0011514104778353,0.3413915094339622,0.0,0.0
287.0,0.0005757052389176,0.3413244252308902,0.0,0.0
288.0,0.0023028209556706,0.3415257569799449,2.072671511080336e-08,0.0
289.0,0.0023028209556706,0.3415257569799449,9.47506976493868e-08,0.0
290.0,0.0080598733448474,0.3421985815602837,8.058941296857813e-07,0.0
291.0,0.0207253886010362,0.3436881677878908,4.989713035361501e-05,1.0
292.0,0.0005757052389176,0.3413244252308902,0.0,0.0
293.0,0.001727115716753,0.3414586200117948,0.0,0.0
294.0,0.001727115716753,0.3414586200117948,1.6581372088642688e-07,0.0
295.0,0.0057570523891767,0.3419291338582677,2.222875337105151e-06,0.0
296.0,0.0040299366724237,0.3417273263820578,1.1054248059095127e-07,0.0
297.0,0.0143926309729418,0.3429417571569595,5.049283868616712e-06,1.0
298.0,0.0063327576280944,0.3419964559952747,1.9428678406894465e-07,0.0
299.0,0.0115141047783534,0.342603550295858,8.294263122427045e-06,1.0
300.0,0.0040299366724237,0.3417273263820578,5.59029116131382e-07,0.0
301.0,0.001727115716753,0.3414586200117948,3.3162744177285377e-07,0.0
302.0,0.0115141047783534,0.342603550295858,3.782682334213258e-06,1.0
303.0,0.0120898100172711,0.3426711382915762,8.242915424549569e-06,1.0
304.0,0.031663788140472,0.3527619821283509,0.0005954058520705,1.0
305.0,0.0011514104778353,0.3413915094339622,0.0,0.0
306.0,0.005181347150259,0.3418618382208226,0.0,0.0
307.0,0.0023028209556706,0.3415257569799449,6.632548835457075e-07,0.0
308.0,0.0138169257340241,0.3505549949545913,0.0001687848519264,1.0
309.0,0.0057570523891767,0.3419291338582677,0.0,0.0
310.0,0.0074841681059297,0.3421311798306086,6.532797406542861e-06,0.0
311.0,0.0040299366724237,0.3417273263820578,1.337889140093425e-06,0.0
312.0,0.0149683362118595,0.3430094786729857,3.485775280662381e-05,1.0
313.0,0.0213010938399539,0.3437561844448842,4.2478761096734575e-05,1.0
314.0,0.0074841681059297,0.3421311798306086,5.549436377643079e-06,0.0
315.0,0.0322394933793897,0.3528336380255941,0.000702300721017,1.0
316.0,0.0011514104778353,0.3413915094339622,0.0,0.0
317.0,0.0040299366724237,0.3417273263820578,2.139786588581985e-06,0.0
318.0,0.0063327576280944,0.3419964559952747,1.4238500183617722e-06,0.0
319.0,0.0046056419113413,0.3417945690672963,1.7907881855734098e-06,0.0
320.0,0.0120898100172711,0.3426711382915762,2.280496159980095e-05,1.0
321.0,0.001727115716753,0.3414586200117948,0.0,0.0
322.0,0.0414507772020725,0.3539841043407377,0.0010718265880658,1.0
323.0,0.0224525043177892,0.3438922985547416,4.217979058876911e-05,1.0
324.0,0.0149683362118595,0.3506965475469412,0.0003605256600882,1.0
325.0,0.0224525043177892,0.3438922985547416,2.24720026753138e-05,1.0
326.0,0.0109383995394358,0.3425359889568132,5.744021775555565e-06,1.0
327.0,0.0023028209556706,0.3415257569799449,0.0,0.0
328.0,0.005181347150259,0.3418618382208226,0.0,0.0
329.0,0.0172711571675302,0.3432806324110672,7.3495276226181e-05,1.0
330.0,0.0092112838226827,0.3423334647221127,1.5291590180362336e-06,0.0
331.0,0.0115141047783534,0.342603550295858,1.0918408642086669e-05,1.0
332.0,0.0247553252734599,0.3441648504061819,6.456196942191062e-05,1.0
333.0,0.0046056419113413,0.3417945690672963,4.834917543942321e-07,0.0
334.0,0.0161197466896948,0.3431450019755037,2.1456001669566587e-05,1.0
335.0,0.0005757052389176,0.3413244252308902,0.0,0.0
336.0,0.001727115716753,0.3414586200117948,0.0,0.0
337.0,0.005181347150259,0.3418618382208226,8.622313486094199e-07,0.0
338.0,0.0040299366724237,0.3417273263820578,5.914745778600395e-07,0.0
339.0,0.0155440414507772,0.3507673667205169,0.0003307278104408,1.0
340.0,0.003454231433506,0.3416601101494886,3.6033977439388004e-07,0.0
341.0,0.006908462867012,0.342063804647499,7.82401627772732e-07,0.0
342.0,0.0195739781232009,0.3435522151898734,1.93099397672906e-05,1.0
343.0,0.0103626943005181,0.342468454258675,6.562825721075684e-06,1.0
344.0,0.005181347150259,0.3418618382208226,2.2687742527475176e-06,0.0
345.0,0.0092112838226827,0.3423334647221127,4.817534909330648e-06,1.0
346.0,0.0155440414507772,0.3430772269405491,2.992947232777545e-05,1.0
347.0,0.0040299366724237,0.3417273263820578,3.992284202880894e-07,0.0
348.0,0.1318364997121474,0.4560252034654765,0.1475614658178194,1.0
414.0,0.0074841681059297,0.4315527950310559,0.0018059482992237,1.0
428.0,0.0080598733448474,0.4311243484735666,0.0018374179922471,1.0
1684.0,0.001727115716753,0.4073639774859287,0.0,0.0
1912.0,0.0011514104778353,0.3276122218030932,0.000221306046143,0.0
2814.0,0.0005757052389176,0.3133116883116883,0.0,0.0
2838.0,0.0011514104778353,0.3141616928920239,0.0,0.0
2885.0,0.0011514104778353,0.3141616928920239,0.0,0.0
3003.0,0.0011514104778353,0.3141616928920239,0.0,0.0
3173.0,0.0005757052389176,0.3133116883116883,0.0,0.0
3290.0,0.0011514104778353,0.3141616928920239,0.0,0.0
353.0,0.0587219343696027,0.4405275171189449,0.0114996748817239,1.0
363.0,0.0552677029360967,0.439746835443038,0.0128417545907908,1.0
366.0,0.0558434081750143,0.4401926001013684,0.0105343510228827,1.0
376.0,0.0765687967760506,0.444359171143515,0.039291029511349,1.0
389.0,0.0276338514680483,0.4325199203187251,0.0082520774600726,1.0
420.0,0.0040299366724237,0.429737753587333,0.0003638303141677,0.0
475.0,0.0115141047783534,0.4315527950310559,0.0023948704286854,1.0
483.0,0.0097869890616004,0.4315527950310559,0.0016884456593725,1.0
484.0,0.0063327576280944,0.4292068198665678,0.001198377505287,1.0
517.0,0.0086355785837651,0.4312313803376365,0.001394880049695,1.0
526.0,0.005181347150259,0.4299504950495049,0.0004239921523595,0.0
538.0,0.006908462867012,0.4306967517976692,0.001205635160247,1.0
563.0,0.006908462867012,0.4304832713754646,0.0014404251018928,1.0
566.0,0.0086355785837651,0.4310173697270471,0.0010224757817567,1.0
580.0,0.0046056419113413,0.4197680038666022,0.0002671497594988,0.0
596.0,0.0005757052389176,0.4057463209530483,0.0,0.0
601.0,0.0023028209556706,0.4151529636711281,0.0005017259683797,0.0
606.0,0.003454231433506,0.4192614047791455,0.0001522023403647,0.0
629.0,0.0005757052389176,0.4057463209530483,0.0,0.0
637.0,0.005181347150259,0.4207848837209302,0.000643323694564,0.0
641.0,0.0023028209556706,0.4163470757430489,0.0002061136378877,0.0
649.0,0.0011514104778353,0.4066963240458909,0.0001637106501931,0.0
651.0,0.0040299366724237,0.4195652173913043,0.0002061136378877,0.0
896.0,0.0005757052389176,0.4057463209530483,0.0,0.0
897.0,0.0005757052389176,0.4057463209530483,0.0,0.0
898.0,0.0005757052389176,0.4057463209530483,0.0,0.0
899.0,0.0005757052389176,0.4057463209530483,0.0,0.0
900.0,0.0005757052389176,0.4057463209530483,0.0,0.0
901.0,0.0005757052389176,0.4057463209530483,0.0,0.0
902.0,0.0005757052389176,0.4057463209530483,0.0,0.0
903.0,0.0005757052389176,0.4057463209530483,0.0,0.0
904.0,0.0011514104778353,0.4068868587491215,0.0,0.0
905.0,0.0005757052389176,0.4057463209530483,0.0,0.0
906.0,0.0005757052389176,0.4057463209530483,0.0,0.0
907.0,0.0005757052389176,0.4057463209530483,0.0,0.0
908.0,0.0005757052389176,0.4057463209530483,0.0,0.0
909.0,0.0005757052389176,0.4057463209530483,0.0,0.0
910.0,0.0005757052389176,0.4057463209530483,0.0,0.0
911.0,0.0005757052389176,0.4057463209530483,0.0,0.0
912.0,0.0005757052389176,0.4057463209530483,0.0,0.0
